adr,hbv_mono_count,hbv_mono_prop,hiv_hbv_count,hiv_hbv_prop,risk_ratio,chi2,p_value
Chronic graft versus host disease,5,7.211053102195045e-05,2,5.193024729183761e-06,13.88603651677291,,
Albumin urine present,5,7.211053102195045e-05,2,5.193024729183761e-06,13.88603651677291,,
Hypervolaemia,10,0.0001442210620439009,4,1.0386049458367521e-05,13.88603651677291,,
Squamous cell carcinoma of skin,5,7.211053102195045e-05,2,5.193024729183761e-06,13.88603651677291,,
Malignant melanoma,20,0.0002884421240878018,8,2.0772098916735043e-05,13.88603651677291,64.06015481773264,1.2067766871816237e-15
Fear of injection,5,7.211053102195045e-05,2,5.193024729183761e-06,13.88603651677291,,
Retinal depigmentation,5,7.211053102195045e-05,2,5.193024729183761e-06,13.88603651677291,,
Hypouricaemia,30,0.0004326631861317027,12,3.1158148375102564e-05,13.886036516772908,98.20812566905225,3.766412924059511e-23
Hypocalcaemia,56,0.000807637947445845,23,5.971978438561325e-05,13.523792085900572,184.8411308664596,4.250896948152922e-42
Hepatic failure,337,0.00486024979087946,139,0.00036091521867827136,13.466458434971138,1132.6125878990745,2.6966106036212323e-248
Gastrointestinal infection,12,0.00017306527445268107,5,1.29825618229594e-05,13.330595056101993,36.090611790097995,1.883521019095344e-09
Hepatitis E,19,0.0002740200178834117,8,2.0772098916735043e-05,13.191734690934263,59.244485282326416,1.3925003269846757e-14
Metastases to peritoneum,7,0.00010095474343073063,3,7.789537093775641e-06,12.960300748988049,,
Glomerulonephritis,28,0.0004038189737229225,12,3.1158148375102564e-05,12.960300748988049,88.53671311340841,4.990010942236109e-21
Erysipelas,14,0.00020190948686146126,6,1.5579074187551282e-05,12.960300748988049,42.221789279089634,8.148703406668348e-11
Immune effector cell-associated neurotoxicity syndrome,14,0.00020190948686146126,6,1.5579074187551282e-05,12.960300748988049,42.221789279089634,8.148703406668348e-11
Transplant,7,0.00010095474343073063,3,7.789537093775641e-06,12.960300748988049,,
Multiple sclerosis relapse,16,0.00023075369927024142,7,1.817558655214316e-05,12.695804815335231,48.353542272338586,3.559007343414799e-12
Hepatic lesion,16,0.00023075369927024142,7,1.817558655214316e-05,12.695804815335231,48.353542272338586,3.559007343414799e-12
Serum ferritin increased,9,0.0001297989558395108,4,1.0386049458367521e-05,12.497432865095616,,
Blood pressure diastolic abnormal,9,0.0001297989558395108,4,1.0386049458367521e-05,12.497432865095616,,
Accidental underdose,9,0.0001297989558395108,4,1.0386049458367521e-05,12.497432865095616,,
Blood sodium decreased,18,0.0002595979116790216,8,2.0772098916735043e-05,12.497432865095616,54.48569958793427,1.5658314434095749e-13
Gingival pain,9,0.0001297989558395108,4,1.0386049458367521e-05,12.497432865095616,,
Febrile neutropenia,230,0.0033170844270097206,103,0.0002674407735529637,12.403061743136966,742.2090188417187,1.9835955128513684e-163
Cytopenia,60,0.0008653263722634054,27,7.010583384398077e-05,12.343143570464807,190.00958390970783,3.164018998249679e-43
Injection site discharge,11,0.00015864316824829098,5,1.29825618229594e-05,12.219712134760162,31.396125881074784,2.104003054669893e-08
Injection site erythema,90,0.001297989558395108,41,0.00010645700694826709,12.192617429361578,285.3785825293412,5.052994648120245e-64
Bowel movement irregularity,34,0.0004903516109492631,16,4.1544197833470086e-05,11.803131039256973,103.55052962225214,2.538369240892061e-24
Pneumonitis,56,0.000807637947445845,27,7.010583384398077e-05,11.520267332433821,171.02687992404717,4.414581379057793e-39
Rebound effect,96,0.0013845221956214485,47,0.00012203608113581837,11.34518728178893,293.738287227255,7.621404605448068e-66
Ascites,201,0.002898843347082408,100,0.000259651236459188,11.164373359485419,614.3829060718903,1.2458436202123715e-135
Blindness unilateral,14,0.00020190948686146126,7,1.817558655214316e-05,11.108829213418328,39.04557286587631,4.14026940949186e-10
Kidney transplant rejection,14,0.00020190948686146126,7,1.817558655214316e-05,11.108829213418328,39.04557286587631,4.14026940949186e-10
Pulmonary cavitation,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Immunoglobulins decreased,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Embolism venous,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Peritonitis bacterial,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Subdural haemorrhage,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Executive dysfunction,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Intestinal mass,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Arachnoid cyst,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Chapped lips,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Upper respiratory tract congestion,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Postural orthostatic tachycardia syndrome,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Salmonella bacteraemia,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Congenital megacolon,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Ventricular arrhythmia,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Miller Fisher syndrome,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pulmonary sarcoidosis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Perioral dermatitis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Breast feeding,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Rosacea,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Neurosis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Incorrect product formulation administered,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Polyomavirus viraemia,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Bruxism,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Blood pressure diastolic increased,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Knee deformity,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Aspartate aminotransferase abnormal,12,0.00017306527445268107,6,1.5579074187551282e-05,11.108829213418327,32.92785382077877,9.564307293948663e-09
Alveolitis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Aneurysm,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Cardiopulmonary failure,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Transitional cell carcinoma,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Hyperplastic cholecystopathy,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pseudomonal sepsis,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Cardiac tamponade,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Tongue biting,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Atypical pneumonia,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pupillary reflex impaired,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Muscle enzyme increased,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Piloerection,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Brain stem infarction,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Nail dystrophy,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Haematological infection,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Granuloma skin,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Superinfection,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pemphigus,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Blood pressure measurement,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Chest wall tumour,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Vein rupture,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Connective tissue disorder,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Mean platelet volume decreased,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pseudomembranous colitis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Critical illness,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Angioplasty,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Persistent depressive disorder,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Haemorrhagic disorder,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Hyperlipasaemia,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Gastroenteritis salmonella,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Neonatal infection,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Sunburn,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Thyroidectomy,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Liver function test decreased,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Immune-mediated hypothyroidism,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Cardiac flutter,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Jarisch-Herxheimer reaction,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Sialoadenitis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Lip and/or oral cavity cancer,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Vocal cord paralysis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Metrorrhagia,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Newborn persistent pulmonary hypertension,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Hepatic vein thrombosis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Invasive ductal breast carcinoma,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Infusion site discolouration,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Dry throat,12,0.00017306527445268107,6,1.5579074187551282e-05,11.108829213418327,32.92785382077877,9.564307293948663e-09
Paternal exposure during pregnancy,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Stenotrophomonas infection,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Gastrointestinal fungal infection,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Myocardial necrosis marker increased,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Device power source issue,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Endocarditis staphylococcal,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Dactylitis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Catheter site infection,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Cytokine storm,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Bronchitis viral,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Mitral valve prolapse,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Relapsing-remitting multiple sclerosis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Nephritic syndrome,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Graft versus host disease in eye,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Dental discomfort,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Carcinoid tumour pulmonary,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Keloid scar,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Bone marrow toxicity,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pulmonary hilar enlargement,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Congenital genital malformation male,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Blood alkaline phosphatase abnormal,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pancreatic enzymes increased,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Tumour invasion,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
JC polyomavirus test positive,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Testicular atrophy,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Drug delivery system malfunction,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Infusion site bruising,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Haemoglobin increased,18,0.0002595979116790216,9,2.336861128132692e-05,11.108829213418327,51.29148463626709,7.962025937139248e-13
Scrotal inflammation,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Laryngitis,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Amylase increased,18,0.0002595979116790216,9,2.336861128132692e-05,11.108829213418327,51.29148463626709,7.962025937139248e-13
Haemofiltration,6,8.653263722634053e-05,3,7.789537093775641e-06,11.108829213418327,,
Traumatic intracranial haemorrhage,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Amyloidosis,4,5.7688424817560355e-05,2,5.193024729183761e-06,11.108829213418327,,
Eyelid disorder,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Pulmonary alveolar haemorrhage,8,0.00011537684963512071,4,1.0386049458367521e-05,11.108829213418327,,
Neutropenic colitis,2,2.8844212408780178e-05,1,2.5965123645918804e-06,11.108829213418327,,
Stomatitis,102,0.001471054832847789,52,0.00013501864295877776,10.895197882391052,305.6990087501868,1.888806675457823e-68
Therapeutic product effect incomplete,176,0.0025382906919726557,90,0.0002336861128132692,10.861966342009032,529.582167146144,3.482175839655293e-117
Pleural effusion,127,0.0018316074879575414,65,0.0001687733036984722,10.852471616185598,380.8068939617474,8.304017096591614e-85
Blood potassium increased,23,0.0003317084427009721,12,3.1158148375102564e-05,10.645961329525898,65.07795960304044,7.199280251352332e-16
Product availability issue,44,0.0006345726729931639,23,5.971978438561325e-05,10.625836638921879,127.85864738352849,1.2052851529301685e-29
Polyomavirus-associated nephropathy,21,0.00030286423029219186,11,2.8561636010510682e-05,10.603882430990222,58.9589210323436,1.6099825545090427e-14
Vasculitis,19,0.0002740200178834117,10,2.59651236459188e-05,10.553387752747412,52.84294006230974,3.613150657723347e-13
Myelodysplastic syndrome,17,0.00024517580547463153,9,2.336861128132692e-05,10.491672034895087,46.73104706008616,8.142866608234892e-12
Viral infection,49,0.0007066832040151143,26,6.750932147938888e-05,10.467935220336502,141.64074425444124,1.1652934205660845e-32
Influenza like illness,172,0.0024806022671550955,92,0.000238879137542453,10.384340351673654,504.76583931679386,8.73030832016561e-112
Acute on chronic liver failure,13,0.00018748738065707115,7,1.817558655214316e-05,10.315341412459876,34.52673753391219,4.2043620672995755e-09
Alanine aminotransferase abnormal,13,0.00018748738065707115,7,1.817558655214316e-05,10.315341412459876,34.52673753391219,4.2043620672995755e-09
Small intestinal obstruction,13,0.00018748738065707115,7,1.817558655214316e-05,10.315341412459876,34.52673753391219,4.2043620672995755e-09
Retinal haemorrhage,13,0.00018748738065707115,7,1.817558655214316e-05,10.315341412459876,34.52673753391219,4.2043620672995755e-09
Hepatic cirrhosis,253,0.0036487928697106924,138,0.00035831870631367947,10.183093445633467,736.2847629846776,3.8514517524535737e-162
Hepatic mass,11,0.00015864316824829098,6,1.5579074187551282e-05,10.183093445633466,28.44110931852599,9.659231890213645e-08
Left ventricular failure,11,0.00015864316824829098,6,1.5579074187551282e-05,10.183093445633466,28.44110931852599,9.659231890213645e-08
Complications of transplanted kidney,11,0.00015864316824829098,6,1.5579074187551282e-05,10.183093445633466,28.44110931852599,9.659231890213645e-08
Haemorrhage intracranial,9,0.0001297989558395108,5,1.29825618229594e-05,9.997946292076495,22.375873134772284,2.2417253065540952e-06
Lung abscess,9,0.0001297989558395108,5,1.29825618229594e-05,9.997946292076495,22.375873134772284,2.2417253065540952e-06
Neurological decompensation,9,0.0001297989558395108,5,1.29825618229594e-05,9.997946292076495,22.375873134772284,2.2417253065540952e-06
Drug specific antibody present,9,0.0001297989558395108,5,1.29825618229594e-05,9.997946292076495,22.375873134772284,2.2417253065540952e-06
