drug,adr,cohort,n_cases,ror,ror_lower_ci,ror_upper_ci,prr,prr_lower_ci,prr_upper_ci,ic,ic_025,ic_975,is_signal,avg_severity
LAMIVUDINE,Rash pustular,HBV_MONO,4,23.765709852598913,2.6551468491461536,212.72230761155416,23.730441518202944,2.6533123355853285,212.23805697365106,2.471470586844428,1.4914705868444282,3.451470586844428,True,3.0
LAMIVUDINE,Rectosigmoid cancer metastatic,HBV_MONO,4,23.765709852598913,2.6551468491461536,212.72230761155416,23.730441518202944,2.6533123355853285,212.23805697365106,2.471470586844428,1.4914705868444282,3.451470586844428,True,3.0
LAMIVUDINE,Infectious pleural effusion,HBV_MONO,4,23.765709852598913,2.6551468491461536,212.72230761155416,23.730441518202944,2.6533123355853285,212.23805697365106,2.471470586844428,1.4914705868444282,3.451470586844428,True,2.5
LAMIVUDINE,Submaxillary gland enlargement,HBV_MONO,4,23.765709852598913,2.6551468491461536,212.72230761155416,23.730441518202944,2.6533123355853285,212.23805697365106,2.471470586844428,1.4914705868444282,3.451470586844428,True,1.0
LAMIVUDINE,Vertebral foraminal stenosis,HBV_MONO,4,23.765709852598913,2.6551468491461536,212.72230761155416,23.730441518202944,2.6533123355853285,212.23805697365106,2.471470586844428,1.4914705868444282,3.451470586844428,True,5.0
LAMIVUDINE,Death neonatal,HBV_MONO,4,23.765709852598913,2.6551468491461536,212.72230761155416,23.730441518202944,2.6533123355853285,212.23805697365106,2.471470586844428,1.4914705868444282,3.451470586844428,True,5.0
LAMIVUDINE,Prothrombin level decreased,HBV_MONO,4,23.765709852598913,2.6551468491461536,212.72230761155416,23.730441518202944,2.6533123355853285,212.23805697365106,2.471470586844428,1.4914705868444282,3.451470586844428,True,1.0
TELBIVUDINE,Pathogen resistance,HBV_MONO,15,23.64516129032258,13.007284697780388,42.98311795549266,17.983870967741936,11.405695329715622,28.355975294358064,4.088752977746679,3.582683153842243,4.594822801651114,True,1.4
ADEFOVIR,Renal tubular disorder,HBV_MONO,16,23.62940170940171,12.18181529570115,45.83459949038239,23.02695507487521,11.992858595245059,44.21303359905799,3.7265257848854834,3.236525784885483,4.216525784885484,True,1.125
ADEFOVIR,Pathogen resistance,HBV_MONO,106,23.38096892491797,17.990155350643583,30.387158821750976,19.433576735165385,15.400752911648583,24.522431266065553,3.5854522515986926,3.3950802225766687,3.7758242806207165,True,1.1886792452830188
TENOFOVIR,Hand deformity,HBV_MONO,31,23.34675270023846,5.585681535597077,97.58359086038136,23.25,5.566017920446708,97.11835422129158,1.2317302859157842,0.8797038939433053,1.583756677888263,True,3.0
ENTECAVIR,Disseminated cryptococcosis,HBV_MONO,8,22.459246648223026,2.8081946984130344,179.6234998558945,22.42277459103463,2.8051291269176817,179.2362481768571,1.757154827907415,1.0641901823445985,2.4501194734702314,True,2.875
ADEFOVIR,Soft tissue infection,HBV_MONO,3,21.691053511705686,4.84383582919748,97.13413481348968,21.587770382695506,4.842170274229768,96.24441184487587,3.674058364991348,2.5424518373796814,4.805664892603014,True,3.6666666666666665
ADEFOVIR,Proctalgia,HBV_MONO,3,21.691053511705686,4.84383582919748,97.13413481348968,21.587770382695506,4.842170274229768,96.24441184487587,3.674058364991348,2.5424518373796814,4.805664892603014,True,3.0
ADEFOVIR,Pelvic pain,HBV_MONO,3,21.691053511705686,4.84383582919748,97.13413481348968,21.587770382695506,4.842170274229768,96.24441184487587,3.674058364991348,2.5424518373796814,4.805664892603014,True,1.0
ADEFOVIR,Hepatic lesion,HBV_MONO,3,21.691053511705686,4.84383582919748,97.13413481348968,21.587770382695506,4.842170274229768,96.24441184487587,3.674058364991348,2.5424518373796814,4.805664892603014,True,2.3333333333333335
INTERFERON,Platelet count increased,HBV_MONO,103,21.642104443925597,12.57717405368043,37.240534540008426,21.157349141206872,12.322066966853688,36.327786879186675,1.8328393481867646,1.6397148096665632,2.025963886706966,True,1.2912621359223302
INTERFERON,Actinic keratosis,HBV_MONO,7,21.601050468143413,2.6568378774893104,175.62433345320153,21.568171454628363,2.6542640094115484,175.2598905936933,1.8363367924229916,1.0955264253249064,2.577147159521077,True,1.5714285714285714
INTERFERON,Bone lesion,HBV_MONO,7,21.601050468143413,2.6568378774893104,175.62433345320153,21.568171454628363,2.6542640094115484,175.2598905936933,1.8363367924229916,1.0955264253249064,2.577147159521077,True,1.0
INTERFERON,Thrombophlebitis,HBV_MONO,7,21.601050468143413,2.6568378774893104,175.62433345320153,21.568171454628363,2.6542640094115484,175.2598905936933,1.8363367924229916,1.0955264253249064,2.577147159521077,True,2.7142857142857144
INTERFERON,Ear disorder,HBV_MONO,7,21.601050468143413,2.6568378774893104,175.62433345320153,21.568171454628363,2.6542640094115484,175.2598905936933,1.8363367924229916,1.0955264253249064,2.577147159521077,True,4.714285714285714
INTERFERON,Type 1 diabetes mellitus,HBV_MONO,7,21.601050468143413,2.6568378774893104,175.62433345320153,21.568171454628363,2.6542640094115484,175.2598905936933,1.8363367924229916,1.0955264253249064,2.577147159521077,True,3.0
INTERFERON,Tooth extraction,HBV_MONO,7,21.601050468143413,2.6568378774893104,175.62433345320153,21.568171454628363,2.6542640094115484,175.2598905936933,1.8363367924229916,1.0955264253249064,2.577147159521077,True,1.5714285714285714
LAMIVUDINE,Azotaemia,HBV_MONO,7,20.817864077669903,4.322184690183128,100.26953862954353,20.764136328427572,4.315807542691399,99.90004262253423,2.4308286023470824,1.690018235248997,3.171638969445168,True,1.0
LAMIVUDINE,Pneumococcal sepsis,HBV_MONO,7,20.817864077669903,4.322184690183128,100.26953862954353,20.764136328427572,4.315807542691399,99.90004262253423,2.4308286023470824,1.690018235248997,3.171638969445168,True,3.0
LAMIVUDINE,Immune reconstitution inflammatory syndrome,HBV_MONO,7,20.817864077669903,4.322184690183128,100.26953862954353,20.764136328427572,4.315807542691399,99.90004262253423,2.4308286023470824,1.690018235248997,3.171638969445168,True,1.5714285714285714
ADEFOVIR,Growth retardation,HBV_MONO,7,20.374242424242425,7.728511314073245,53.711476569349806,20.14858569051581,7.695728538640352,52.752056324453264,3.6163428671350606,2.875532500036975,4.357153234233146,True,1.0
ADEFOVIR,Musculoskeletal pain,HBV_MONO,9,20.21491683991684,8.606937796747669,47.47831023005285,19.9271726609497,8.551196607216982,46.437034312153,3.606944169132811,2.9536108357994775,4.260277502466144,True,1.0
ENTECAVIR,Lymphocyte count decreased,HBV_MONO,64,20.192308612726446,10.04163782534816,40.603867038736766,19.93135519203078,9.92768942601612,40.01524450894392,1.7372552704697104,1.4922552704697103,1.9822552704697105,True,1.8307692307692307
LAMIVUDINE,Optic nerve disorder,HBV_MONO,10,19.84836702954899,5.458728754290376,72.1702234114582,19.77536793183579,5.445998445256848,71.80780177784928,2.414887058478061,1.7950806370850585,3.034693479871063,True,1.0
ENTECAVIR,Hypoproteinaemia,HBV_MONO,21,19.703371745625265,5.87433220484718,66.08799853470381,19.6199277671553,5.8548200911342025,65.7478043042344,1.7344347514073315,1.3067276865447865,2.1621418162698767,True,2.923076923076923
ENTECAVIR,Periorbital swelling,HBV_MONO,7,19.647659574468086,2.4166096149514025,159.74054078318753,19.6199277671553,2.414475044669789,159.4307493209304,1.7344347514073317,0.9936243843092464,2.475245118505417,True,1.1428571428571428
ENTECAVIR,Liver abscess,HBV_MONO,7,19.647659574468086,2.4166096149514025,159.74054078318753,19.6199277671553,2.414475044669789,159.4307493209304,1.7344347514073317,0.9936243843092464,2.475245118505417,True,4.142857142857143
INTERFERON,Mood swings,HBV_MONO,19,19.594611098389436,5.795638488153479,66.24788362523535,19.5140598875209,5.777324228641452,65.91261252154058,1.817477765171676,1.367822926785375,2.267132603557977,True,1.5789473684210527
ADEFOVIR,Fanconi syndrome acquired,HBV_MONO,52,19.181999357119896,13.444838457768112,27.367312778976206,17.608847998433983,12.591899663392445,24.624682225939413,3.4988584215083613,3.227055325357999,3.7706615176587235,True,1.8867924528301887
TENOFOVIR,Osteoporosis,HBV_MONO,337,18.895877389501894,12.836134833274842,27.81633154814679,18.05357142857143,12.292867461129214,26.513866057463446,1.2067802223018413,1.100012219004084,1.3135482255995987,True,1.2433234421364985
INTERFERON,Product distribution issue,HBV_MONO,36,18.631724137931034,7.845277810793219,44.248419587433744,18.487004103967166,7.794829800051323,43.84564249726767,1.8065894490289398,1.4799227823622731,2.1332561156956062,True,1.1111111111111112
INTERFERON,Injection site pruritus,HBV_MONO,24,18.58321870701513,6.444247009355911,53.58826516292596,18.48700410396717,6.417927003048199,53.252291678882536,1.8065894490289398,1.4065061243743542,2.2066727736835254,True,1.1666666666666667
INTERFERON,Injection site discolouration,HBV_MONO,12,18.53497942386831,4.146633234996759,82.84925209776601,18.48700410396717,4.139110146813837,82.57072380718905,1.8065894490289398,1.2407861852231066,2.372392712834773,True,1.0
INTERFERON,Sleep apnoea syndrome,HBV_MONO,6,18.51095890410959,2.2278716132592518,153.80401523602512,18.48700410396717,2.2262088295366746,153.52078215017642,1.8065894490289398,1.0064227997197683,2.6067560983381113,True,1.6666666666666667
INTERFERON,Ear discomfort,HBV_MONO,6,18.51095890410959,2.2278716132592518,153.80401523602512,18.48700410396717,2.2262088295366746,153.52078215017642,1.8065894490289398,1.0064227997197683,2.6067560983381113,True,2.3333333333333335
INTERFERON,Eructation,HBV_MONO,6,18.51095890410959,2.2278716132592518,153.80401523602512,18.48700410396717,2.2262088295366746,153.52078215017642,1.8065894490289398,1.0064227997197683,2.6067560983381113,True,1.0
INTERFERON,Hyperammonaemic encephalopathy,HBV_MONO,6,18.51095890410959,2.2278716132592518,153.80401523602512,18.48700410396717,2.2262088295366746,153.52078215017642,1.8065894490289398,1.0064227997197683,2.6067560983381113,True,3.6666666666666665
INTERFERON,General physical condition abnormal,HBV_MONO,6,18.51095890410959,2.2278716132592518,153.80401523602512,18.48700410396717,2.2262088295366746,153.52078215017642,1.8065894490289398,1.0064227997197683,2.6067560983381113,True,2.3333333333333335
INTERFERON,Chronic active Epstein-Barr virus infection,HBV_MONO,6,18.51095890410959,2.2278716132592518,153.80401523602512,18.48700410396717,2.2262088295366746,153.52078215017642,1.8065894490289398,1.0064227997197683,2.6067560983381113,True,3.0
TENOFOVIR,Chronic kidney disease,HBV_MONO,476,18.139437462597247,13.211883302100691,24.904790932202623,17.0,12.41789364210109,23.272868034574476,1.199937570508752,1.1101011177999873,1.2897740232175168,True,1.4476987447698744
ADEFOVIR,Gastrointestinal perforation,HBV_MONO,5,18.132340604026847,5.914136319514404,55.59252577516444,17.989808652246253,5.9026245206971915,54.82869767670876,3.517939163074066,2.6414005158941487,4.394477810253983,True,3.4
ADEFOVIR,Glomerulonephritis,HBV_MONO,5,18.132340604026847,5.914136319514404,55.59252577516444,17.989808652246253,5.9026245206971915,54.82869767670876,3.517939163074066,2.6414005158941487,4.394477810253983,True,3.0
TENOFOVIR,Creatinine renal clearance decreased,HBV_MONO,12,18.028539451594852,2.343636917266057,138.68540487784676,18.0,2.3409533478568796,138.4051503190437,1.2064508774674263,0.6406476136615931,1.7722541412732595,True,2.1666666666666665
TENOFOVIR,Bone demineralisation,HBV_MONO,12,18.028539451594852,2.343636917266057,138.68540487784676,18.0,2.3409533478568796,138.4051503190437,1.2064508774674263,0.6406476136615931,1.7722541412732595,True,1.6666666666666667
LAMIVUDINE,Skin injury,HBV_MONO,6,17.83695652173913,3.5980607027931644,88.42458319600547,17.797831138652207,3.594074818224714,88.13472430616855,2.3783611824529465,1.578194533143775,3.1785278317621177,True,4.333333333333333
LAMIVUDINE,Coccydynia,HBV_MONO,6,17.83695652173913,3.5980607027931644,88.42458319600547,17.797831138652207,3.594074818224714,88.13472430616855,2.3783611824529465,1.578194533143775,3.1785278317621177,True,2.0
LAMIVUDINE,Withdrawal syndrome,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,5.0
LAMIVUDINE,Lipoatrophy,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,1.0
LAMIVUDINE,Hepatitis viral,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,1.0
LAMIVUDINE,Immunoglobulins decreased,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,4.0
LAMIVUDINE,Blood bilirubin unconjugated increased,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,3.0
LAMIVUDINE,Human polyomavirus infection,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,1.6666666666666667
LAMIVUDINE,Congenital nose malformation,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,3.0
LAMIVUDINE,Metastatic neoplasm,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,4.333333333333333
LAMIVUDINE,Intermittent claudication,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,2.3333333333333335
LAMIVUDINE,Renal haemorrhage,HBV_MONO,3,17.817371074059714,1.852574641349734,171.36082126194302,17.797831138652207,1.8519658331159023,171.04138077268414,2.3783611824529465,1.24675465484128,3.509967710064613,False,5.0
ADEFOVIR,Nephritis,HBV_MONO,3,17.351839464882943,4.137108757781581,72.77699244641545,17.270216306156406,4.136764879360627,72.09990897706744,3.4814132870489516,2.349806759437285,4.613019814660618,True,3.0
ADEFOVIR,Enterobacter infection,HBV_MONO,3,17.351839464882943,4.137108757781581,72.77699244641545,17.270216306156406,4.136764879360627,72.09990897706744,3.4814132870489516,2.349806759437285,4.613019814660618,True,3.6666666666666665
INTERFERON,Depressed mood,HBV_MONO,39,17.3115449078182,7.7376406868000425,38.731391030687035,17.166503810826654,7.683922724541047,38.351355635832164,1.7908221331706229,1.4769709517126521,2.1046733146285934,True,1.205128205128205
INTERFERON,Faeces soft,HBV_MONO,11,16.986514285714286,3.7635778720226916,76.66685196650445,16.94642042863657,3.7575896318219493,76.42696342145932,1.7879737708615926,1.197011535489176,2.3789360062340092,True,2.6363636363636362
ENTECAVIR,Immune-mediated hepatitis,HBV_MONO,12,16.857507987220448,3.7714173531462487,75.34980855463583,16.817080943275972,3.765159663406507,75.11347107039312,1.7046874080132792,1.138884144207446,2.2704906718191125,True,3.9166666666666665
ENTECAVIR,Eyelid oedema,HBV_MONO,6,16.837268666241226,2.026461316455945,139.89589331761204,16.817080943275972,2.0250910757805434,139.65505790582228,1.7046874080132792,0.9045207587041078,2.5048540573224507,True,1.3333333333333333
ENTECAVIR,Mean platelet volume increased,HBV_MONO,6,16.837268666241226,2.026461316455945,139.89589331761204,16.817080943275972,2.0250910757805434,139.65505790582228,1.7046874080132792,0.9045207587041078,2.5048540573224507,True,1.0
ENTECAVIR,Granulocytopenia,HBV_MONO,6,16.837268666241226,2.026461316455945,139.89589331761204,16.817080943275972,2.0250910757805434,139.65505790582228,1.7046874080132792,0.9045207587041078,2.5048540573224507,True,1.6666666666666667
ADEFOVIR,Viral mutation identified,HBV_MONO,51,16.61653409090909,11.70863414579454,23.581675006346988,15.291337354409317,10.996170552031087,21.26422075575795,3.3692037834629267,3.094748886993437,3.6436586799324164,True,1.1568627450980393
ADEFOVIR,Sneezing,HBV_MONO,4,16.551328068916007,4.832021442106387,56.69396630936047,16.447825053482294,4.8278109249390875,56.035945316846274,3.437019167690498,2.457019167690498,4.417019167690498,True,1.0
TENOFOVIR,Renal tubular dysfunction,HBV_MONO,22,16.547772485289997,3.8899104229871693,70.39462209894279,16.5,3.8810795706064996,70.14800780223507,1.1963972128035036,0.7785238087465072,1.6142706168605,True,1.5454545454545454
INTERFERON,Laboratory test abnormal,HBV_MONO,52,16.20230733733272,8.227687078560901,31.906264852661593,16.02207022343821,8.150184413432305,31.49704610630741,1.7752252781196047,1.5034221819692424,2.047028374269967,True,1.2307692307692308
INTERFERON,No adverse event,HBV_MONO,212,15.911634592883965,11.443313344564023,22.124721030883162,15.190871589306354,10.964443915583926,21.04644626024388,1.7625488880697286,1.6279355354000133,1.897162240739444,True,1.0
